txName: T2ttC
constraint: 2.23*([[['b','jet','jet']],[['b','jet','jet']]])
[[[4.750000E+02*GeV,4.028670E+02*GeV],[4.750000E+02*GeV,4.028670E+02*GeV]],2.558900E-01*pb],
[[[4.750000E+02*GeV,3.979330E+02*GeV],[4.750000E+02*GeV,3.979330E+02*GeV]],2.864300E-01*pb],
[[[4.875000E+02*GeV,4.875000E+02*GeV],[4.875000E+02*GeV,4.875000E+02*GeV]],1.896500E-01*pb],
[[[4.875000E+02*GeV,4.745670E+02*GeV],[4.875000E+02*GeV,4.745670E+02*GeV]],1.896500E-01*pb],
[[[4.875000E+02*GeV,4.696330E+02*GeV],[4.875000E+02*GeV,4.696330E+02*GeV]],1.796400E-01*pb],
[[[4.875000E+02*GeV,4.647000E+02*GeV],[4.875000E+02*GeV,4.647000E+02*GeV]],1.694200E-01*pb],
[[[4.875000E+02*GeV,4.597670E+02*GeV],[4.875000E+02*GeV,4.597670E+02*GeV]],1.676200E-01*pb],
[[[4.875000E+02*GeV,4.548330E+02*GeV],[4.875000E+02*GeV,4.548330E+02*GeV]],1.677000E-01*pb],
[[[4.875000E+02*GeV,4.499000E+02*GeV],[4.875000E+02*GeV,4.499000E+02*GeV]],1.705600E-01*pb],
[[[4.875000E+02*GeV,4.449670E+02*GeV],[4.875000E+02*GeV,4.449670E+02*GeV]],1.742000E-01*pb],
[[[4.875000E+02*GeV,4.400330E+02*GeV],[4.875000E+02*GeV,4.400330E+02*GeV]],1.820600E-01*pb],
[[[4.875000E+02*GeV,4.351000E+02*GeV],[4.875000E+02*GeV,4.351000E+02*GeV]],1.875900E-01*pb],
[[[4.875000E+02*GeV,4.301670E+02*GeV],[4.875000E+02*GeV,4.301670E+02*GeV]],1.976900E-01*pb],
[[[4.875000E+02*GeV,4.252330E+02*GeV],[4.875000E+02*GeV,4.252330E+02*GeV]],2.142700E-01*pb],
[[[4.875000E+02*GeV,4.203000E+02*GeV],[4.875000E+02*GeV,4.203000E+02*GeV]],2.289800E-01*pb],
[[[4.875000E+02*GeV,4.153670E+02*GeV],[4.875000E+02*GeV,4.153670E+02*GeV]],2.416100E-01*pb],
[[[4.875000E+02*GeV,4.104330E+02*GeV],[4.875000E+02*GeV,4.104330E+02*GeV]],2.672400E-01*pb],
[[[5.000000E+02*GeV,5.000000E+02*GeV],[5.000000E+02*GeV,5.000000E+02*GeV]],1.851600E-01*pb],
[[[5.000000E+02*GeV,4.870670E+02*GeV],[5.000000E+02*GeV,4.870670E+02*GeV]],1.851600E-01*pb],
[[[5.000000E+02*GeV,4.821330E+02*GeV],[5.000000E+02*GeV,4.821330E+02*GeV]],1.760600E-01*pb],
[[[5.000000E+02*GeV,4.772000E+02*GeV],[5.000000E+02*GeV,4.772000E+02*GeV]],1.665100E-01*pb],
[[[5.000000E+02*GeV,4.722670E+02*GeV],[5.000000E+02*GeV,4.722670E+02*GeV]],1.624000E-01*pb],
[[[5.000000E+02*GeV,4.673330E+02*GeV],[5.000000E+02*GeV,4.673330E+02*GeV]],1.606300E-01*pb],
[[[5.000000E+02*GeV,4.624000E+02*GeV],[5.000000E+02*GeV,4.624000E+02*GeV]],1.626800E-01*pb],
[[[5.000000E+02*GeV,4.574670E+02*GeV],[5.000000E+02*GeV,4.574670E+02*GeV]],1.656100E-01*pb],
[[[5.000000E+02*GeV,4.525330E+02*GeV],[5.000000E+02*GeV,4.525330E+02*GeV]],1.758800E-01*pb],
[[[5.000000E+02*GeV,4.476000E+02*GeV],[5.000000E+02*GeV,4.476000E+02*GeV]],1.838000E-01*pb],
[[[5.000000E+02*GeV,4.426670E+02*GeV],[5.000000E+02*GeV,4.426670E+02*GeV]],1.879300E-01*pb],
[[[5.000000E+02*GeV,4.377330E+02*GeV],[5.000000E+02*GeV,4.377330E+02*GeV]],1.978500E-01*pb],
[[[5.000000E+02*GeV,4.328000E+02*GeV],[5.000000E+02*GeV,4.328000E+02*GeV]],2.142800E-01*pb],
[[[5.000000E+02*GeV,4.278670E+02*GeV],[5.000000E+02*GeV,4.278670E+02*GeV]],2.290400E-01*pb],
[[[5.000000E+02*GeV,4.229330E+02*GeV],[5.000000E+02*GeV,4.229330E+02*GeV]],2.572600E-01*pb],
[[[5.125000E+02*GeV,5.125000E+02*GeV],[5.125000E+02*GeV,5.125000E+02*GeV]],1.791500E-01*pb],
[[[5.125000E+02*GeV,4.995670E+02*GeV],[5.125000E+02*GeV,4.995670E+02*GeV]],1.791500E-01*pb],
[[[5.125000E+02*GeV,4.946330E+02*GeV],[5.125000E+02*GeV,4.946330E+02*GeV]],1.718100E-01*pb],
[[[5.125000E+02*GeV,4.897000E+02*GeV],[5.125000E+02*GeV,4.897000E+02*GeV]],1.629700E-01*pb],
[[[5.125000E+02*GeV,4.847670E+02*GeV],[5.125000E+02*GeV,4.847670E+02*GeV]],1.583600E-01*pb],
[[[5.125000E+02*GeV,4.798330E+02*GeV],[5.125000E+02*GeV,4.798330E+02*GeV]],1.544500E-01*pb],
[[[5.125000E+02*GeV,4.749000E+02*GeV],[5.125000E+02*GeV,4.749000E+02*GeV]],1.558800E-01*pb],
[[[5.125000E+02*GeV,4.699670E+02*GeV],[5.125000E+02*GeV,4.699670E+02*GeV]],1.580400E-01*pb],
[[[5.125000E+02*GeV,4.650330E+02*GeV],[5.125000E+02*GeV,4.650330E+02*GeV]],1.681500E-01*pb],
[[[5.125000E+02*GeV,4.601000E+02*GeV],[5.125000E+02*GeV,4.601000E+02*GeV]],1.784200E-01*pb],
[[[5.125000E+02*GeV,4.551670E+02*GeV],[5.125000E+02*GeV,4.551670E+02*GeV]],1.835100E-01*pb],
[[[5.125000E+02*GeV,4.502330E+02*GeV],[5.125000E+02*GeV,4.502330E+02*GeV]],1.876200E-01*pb],
[[[5.125000E+02*GeV,4.453000E+02*GeV],[5.125000E+02*GeV,4.453000E+02*GeV]],2.019900E-01*pb],
[[[5.125000E+02*GeV,4.403670E+02*GeV],[5.125000E+02*GeV,4.403670E+02*GeV]],2.184300E-01*pb],
[[[5.125000E+02*GeV,4.354330E+02*GeV],[5.125000E+02*GeV,4.354330E+02*GeV]],2.448500E-01*pb],
[[[5.250000E+02*GeV,5.250000E+02*GeV],[5.250000E+02*GeV,5.250000E+02*GeV]],1.707900E-01*pb],
[[[5.250000E+02*GeV,5.120670E+02*GeV],[5.250000E+02*GeV,5.120670E+02*GeV]],1.707900E-01*pb],
[[[5.250000E+02*GeV,5.071330E+02*GeV],[5.250000E+02*GeV,5.071330E+02*GeV]],1.661600E-01*pb],
[[[5.250000E+02*GeV,5.022000E+02*GeV],[5.250000E+02*GeV,5.022000E+02*GeV]],1.589600E-01*pb],
[[[5.250000E+02*GeV,4.972670E+02*GeV],[5.250000E+02*GeV,4.972670E+02*GeV]],1.536600E-01*pb],
[[[5.250000E+02*GeV,4.923330E+02*GeV],[5.250000E+02*GeV,4.923330E+02*GeV]],1.492800E-01*pb],
[[[5.250000E+02*GeV,4.874000E+02*GeV],[5.250000E+02*GeV,4.874000E+02*GeV]],1.499400E-01*pb],
[[[5.250000E+02*GeV,4.824670E+02*GeV],[5.250000E+02*GeV,4.824670E+02*GeV]],1.515200E-01*pb],
[[[5.250000E+02*GeV,4.775330E+02*GeV],[5.250000E+02*GeV,4.775330E+02*GeV]],1.614500E-01*pb],
[[[5.250000E+02*GeV,4.726000E+02*GeV],[5.250000E+02*GeV,4.726000E+02*GeV]],1.715600E-01*pb],
[[[5.250000E+02*GeV,4.676670E+02*GeV],[5.250000E+02*GeV,4.676670E+02*GeV]],1.775800E-01*pb],
[[[5.250000E+02*GeV,4.627330E+02*GeV],[5.250000E+02*GeV,4.627330E+02*GeV]],1.825700E-01*pb],
[[[5.250000E+02*GeV,4.578000E+02*GeV],[5.250000E+02*GeV,4.578000E+02*GeV]],1.954300E-01*pb],
[[[5.250000E+02*GeV,4.528670E+02*GeV],[5.250000E+02*GeV,4.528670E+02*GeV]],2.102600E-01*pb],
[[[5.250000E+02*GeV,4.479330E+02*GeV],[5.250000E+02*GeV,4.479330E+02*GeV]],2.348300E-01*pb],
[[[5.375000E+02*GeV,5.375000E+02*GeV],[5.375000E+02*GeV,5.375000E+02*GeV]],1.648800E-01*pb],
[[[5.375000E+02*GeV,5.245670E+02*GeV],[5.375000E+02*GeV,5.245670E+02*GeV]],1.648800E-01*pb],
[[[5.375000E+02*GeV,5.196330E+02*GeV],[5.375000E+02*GeV,5.196330E+02*GeV]],1.582500E-01*pb],
[[[5.375000E+02*GeV,5.147000E+02*GeV],[5.375000E+02*GeV,5.147000E+02*GeV]],1.539300E-01*pb],
[[[5.375000E+02*GeV,5.097670E+02*GeV],[5.375000E+02*GeV,5.097670E+02*GeV]],1.506300E-01*pb],
[[[5.375000E+02*GeV,5.048330E+02*GeV],[5.375000E+02*GeV,5.048330E+02*GeV]],1.455800E-01*pb],
[[[5.375000E+02*GeV,4.999000E+02*GeV],[5.375000E+02*GeV,4.999000E+02*GeV]],1.463800E-01*pb],
[[[5.375000E+02*GeV,4.949670E+02*GeV],[5.375000E+02*GeV,4.949670E+02*GeV]],1.471300E-01*pb],
[[[5.375000E+02*GeV,4.900330E+02*GeV],[5.375000E+02*GeV,4.900330E+02*GeV]],1.558100E-01*pb],
[[[5.375000E+02*GeV,4.851000E+02*GeV],[5.375000E+02*GeV,4.851000E+02*GeV]],1.657400E-01*pb],
[[[5.375000E+02*GeV,4.801670E+02*GeV],[5.375000E+02*GeV,4.801670E+02*GeV]],1.704400E-01*pb],
[[[5.375000E+02*GeV,4.752330E+02*GeV],[5.375000E+02*GeV,4.752330E+02*GeV]],1.764000E-01*pb],
[[[5.375000E+02*GeV,4.703000E+02*GeV],[5.375000E+02*GeV,4.703000E+02*GeV]],1.871800E-01*pb],
[[[5.375000E+02*GeV,4.653670E+02*GeV],[5.375000E+02*GeV,4.653670E+02*GeV]],2.004200E-01*pb],
[[[5.375000E+02*GeV,4.604330E+02*GeV],[5.375000E+02*GeV,4.604330E+02*GeV]],2.208800E-01*pb],
[[[5.500000E+02*GeV,5.500000E+02*GeV],[5.500000E+02*GeV,5.500000E+02*GeV]],1.636500E-01*pb],
[[[5.500000E+02*GeV,5.370670E+02*GeV],[5.500000E+02*GeV,5.370670E+02*GeV]],1.636500E-01*pb],
[[[5.500000E+02*GeV,5.321330E+02*GeV],[5.500000E+02*GeV,5.321330E+02*GeV]],1.532800E-01*pb],
[[[5.500000E+02*GeV,5.272000E+02*GeV],[5.500000E+02*GeV,5.272000E+02*GeV]],1.466400E-01*pb],
[[[5.500000E+02*GeV,5.222670E+02*GeV],[5.500000E+02*GeV,5.222670E+02*GeV]],1.466400E-01*pb],
[[[5.500000E+02*GeV,5.173330E+02*GeV],[5.500000E+02*GeV,5.173330E+02*GeV]],1.438900E-01*pb],
[[[5.500000E+02*GeV,5.124000E+02*GeV],[5.500000E+02*GeV,5.124000E+02*GeV]],1.448900E-01*pb],
[[[5.500000E+02*GeV,5.074670E+02*GeV],[5.500000E+02*GeV,5.074670E+02*GeV]],1.458000E-01*pb],
[[[5.500000E+02*GeV,5.025330E+02*GeV],[5.500000E+02*GeV,5.025330E+02*GeV]],1.528200E-01*pb],
[[[5.500000E+02*GeV,4.976000E+02*GeV],[5.500000E+02*GeV,4.976000E+02*GeV]],1.613400E-01*pb],
[[[5.500000E+02*GeV,4.926670E+02*GeV],[5.500000E+02*GeV,4.926670E+02*GeV]],1.644400E-01*pb],
[[[5.500000E+02*GeV,4.877330E+02*GeV],[5.500000E+02*GeV,4.877330E+02*GeV]],1.688800E-01*pb],
[[[5.500000E+02*GeV,4.828000E+02*GeV],[5.500000E+02*GeV,4.828000E+02*GeV]],1.771500E-01*pb],
[[[5.500000E+02*GeV,4.778670E+02*GeV],[5.500000E+02*GeV,4.778670E+02*GeV]],1.877500E-01*pb],
[[[5.500000E+02*GeV,4.729330E+02*GeV],[5.500000E+02*GeV,4.729330E+02*GeV]],2.039200E-01*pb],
[[[5.625000E+02*GeV,5.625000E+02*GeV],[5.625000E+02*GeV,5.625000E+02*GeV]],1.625700E-01*pb],
[[[5.625000E+02*GeV,5.495670E+02*GeV],[5.625000E+02*GeV,5.495670E+02*GeV]],1.625700E-01*pb],
[[[5.625000E+02*GeV,5.446330E+02*GeV],[5.625000E+02*GeV,5.446330E+02*GeV]],1.522100E-01*pb],
[[[5.625000E+02*GeV,5.397000E+02*GeV],[5.625000E+02*GeV,5.397000E+02*GeV]],1.406100E-01*pb],
[[[5.625000E+02*GeV,5.347670E+02*GeV],[5.625000E+02*GeV,5.347670E+02*GeV]],1.407200E-01*pb],
[[[5.625000E+02*GeV,5.298330E+02*GeV],[5.625000E+02*GeV,5.298330E+02*GeV]],1.407600E-01*pb],
[[[5.625000E+02*GeV,5.249000E+02*GeV],[5.625000E+02*GeV,5.249000E+02*GeV]],1.417700E-01*pb],
[[[5.625000E+02*GeV,5.199670E+02*GeV],[5.625000E+02*GeV,5.199670E+02*GeV]],1.409700E-01*pb],
[[[5.625000E+02*GeV,5.150330E+02*GeV],[5.625000E+02*GeV,5.150330E+02*GeV]],1.473400E-01*pb],
[[[5.625000E+02*GeV,5.101000E+02*GeV],[5.625000E+02*GeV,5.101000E+02*GeV]],1.543600E-01*pb],
[[[5.625000E+02*GeV,5.051670E+02*GeV],[5.625000E+02*GeV,5.051670E+02*GeV]],1.574200E-01*pb],
[[[5.625000E+02*GeV,5.002330E+02*GeV],[5.625000E+02*GeV,5.002330E+02*GeV]],1.609200E-01*pb],
[[[5.625000E+02*GeV,4.953000E+02*GeV],[5.625000E+02*GeV,4.953000E+02*GeV]],1.701500E-01*pb],
[[[5.625000E+02*GeV,4.903670E+02*GeV],[5.625000E+02*GeV,4.903670E+02*GeV]],1.785100E-01*pb],
[[[5.625000E+02*GeV,4.854330E+02*GeV],[5.625000E+02*GeV,4.854330E+02*GeV]],1.943500E-01*pb],
[[[5.750000E+02*GeV,5.750000E+02*GeV],[5.750000E+02*GeV,5.750000E+02*GeV]],1.616500E-01*pb],
[[[5.750000E+02*GeV,5.620670E+02*GeV],[5.750000E+02*GeV,5.620670E+02*GeV]],1.616500E-01*pb],
[[[5.750000E+02*GeV,5.571330E+02*GeV],[5.750000E+02*GeV,5.571330E+02*GeV]],1.491700E-01*pb],
[[[5.750000E+02*GeV,5.522000E+02*GeV],[5.750000E+02*GeV,5.522000E+02*GeV]],1.358100E-01*pb],
[[[5.750000E+02*GeV,5.472670E+02*GeV],[5.750000E+02*GeV,5.472670E+02*GeV]],1.360600E-01*pb],
[[[5.750000E+02*GeV,5.423330E+02*GeV],[5.750000E+02*GeV,5.423330E+02*GeV]],1.362000E-01*pb],
[[[5.750000E+02*GeV,5.374000E+02*GeV],[5.750000E+02*GeV,5.374000E+02*GeV]],1.353900E-01*pb],
[[[5.750000E+02*GeV,5.324670E+02*GeV],[5.750000E+02*GeV,5.324670E+02*GeV]],1.326900E-01*pb],
[[[5.750000E+02*GeV,5.275330E+02*GeV],[5.750000E+02*GeV,5.275330E+02*GeV]],1.383200E-01*pb],
[[[5.750000E+02*GeV,5.226000E+02*GeV],[5.750000E+02*GeV,5.226000E+02*GeV]],1.447300E-01*pb],
[[[5.750000E+02*GeV,5.176670E+02*GeV],[5.750000E+02*GeV,5.176670E+02*GeV]],1.482500E-01*pb],
[[[5.750000E+02*GeV,5.127330E+02*GeV],[5.750000E+02*GeV,5.127330E+02*GeV]],1.523500E-01*pb],
[[[5.750000E+02*GeV,5.078000E+02*GeV],[5.750000E+02*GeV,5.078000E+02*GeV]],1.626000E-01*pb],
[[[5.750000E+02*GeV,5.028670E+02*GeV],[5.750000E+02*GeV,5.028670E+02*GeV]],1.720400E-01*pb],
[[[5.750000E+02*GeV,4.979330E+02*GeV],[5.750000E+02*GeV,4.979330E+02*GeV]],1.883600E-01*pb],
[[[5.875000E+02*GeV,5.875000E+02*GeV],[5.875000E+02*GeV,5.875000E+02*GeV]],1.572300E-01*pb],
[[[5.875000E+02*GeV,5.745670E+02*GeV],[5.875000E+02*GeV,5.745670E+02*GeV]],1.572300E-01*pb],
[[[5.875000E+02*GeV,5.696330E+02*GeV],[5.875000E+02*GeV,5.696330E+02*GeV]],1.454000E-01*pb],
[[[5.875000E+02*GeV,5.647000E+02*GeV],[5.875000E+02*GeV,5.647000E+02*GeV]],1.320900E-01*pb],
[[[5.875000E+02*GeV,5.597670E+02*GeV],[5.875000E+02*GeV,5.597670E+02*GeV]],1.326200E-01*pb],
[[[5.875000E+02*GeV,5.548330E+02*GeV],[5.875000E+02*GeV,5.548330E+02*GeV]],1.326800E-01*pb],
[[[5.875000E+02*GeV,5.499000E+02*GeV],[5.875000E+02*GeV,5.499000E+02*GeV]],1.291700E-01*pb],
[[[5.875000E+02*GeV,5.449670E+02*GeV],[5.875000E+02*GeV,5.449670E+02*GeV]],1.264300E-01*pb],
[[[5.875000E+02*GeV,5.400330E+02*GeV],[5.875000E+02*GeV,5.400330E+02*GeV]],1.311800E-01*pb],
[[[5.875000E+02*GeV,5.351000E+02*GeV],[5.875000E+02*GeV,5.351000E+02*GeV]],1.368200E-01*pb],
[[[5.875000E+02*GeV,5.301670E+02*GeV],[5.875000E+02*GeV,5.301670E+02*GeV]],1.433200E-01*pb],
[[[5.875000E+02*GeV,5.252330E+02*GeV],[5.875000E+02*GeV,5.252330E+02*GeV]],1.474200E-01*pb],
[[[5.875000E+02*GeV,5.203000E+02*GeV],[5.875000E+02*GeV,5.203000E+02*GeV]],1.543300E-01*pb],
[[[5.875000E+02*GeV,5.153670E+02*GeV],[5.875000E+02*GeV,5.153670E+02*GeV]],1.648400E-01*pb],
[[[5.875000E+02*GeV,5.104330E+02*GeV],[5.875000E+02*GeV,5.104330E+02*GeV]],1.826000E-01*pb],
[[[6.000000E+02*GeV,6.000000E+02*GeV],[6.000000E+02*GeV,6.000000E+02*GeV]],1.472500E-01*pb],
[[[6.000000E+02*GeV,5.870670E+02*GeV],[6.000000E+02*GeV,5.870670E+02*GeV]],1.472500E-01*pb],
[[[6.000000E+02*GeV,5.821330E+02*GeV],[6.000000E+02*GeV,5.821330E+02*GeV]],1.401400E-01*pb],
[[[6.000000E+02*GeV,5.772000E+02*GeV],[6.000000E+02*GeV,5.772000E+02*GeV]],1.297600E-01*pb],
[[[6.000000E+02*GeV,5.722670E+02*GeV],[6.000000E+02*GeV,5.722670E+02*GeV]],1.307500E-01*pb],
[[[6.000000E+02*GeV,5.673330E+02*GeV],[6.000000E+02*GeV,5.673330E+02*GeV]],1.311200E-01*pb],
[[[6.000000E+02*GeV,5.624000E+02*GeV],[6.000000E+02*GeV,5.624000E+02*GeV]],1.265800E-01*pb],
[[[6.000000E+02*GeV,5.574670E+02*GeV],[6.000000E+02*GeV,5.574670E+02*GeV]],1.230600E-01*pb],
[[[6.000000E+02*GeV,5.525330E+02*GeV],[6.000000E+02*GeV,5.525330E+02*GeV]],1.266100E-01*pb],
[[[6.000000E+02*GeV,5.476000E+02*GeV],[6.000000E+02*GeV,5.476000E+02*GeV]],1.312400E-01*pb],
[[[6.000000E+02*GeV,5.426670E+02*GeV],[6.000000E+02*GeV,5.426670E+02*GeV]],1.406700E-01*pb],
[[[6.000000E+02*GeV,5.377330E+02*GeV],[6.000000E+02*GeV,5.377330E+02*GeV]],1.475300E-01*pb],
[[[6.000000E+02*GeV,5.328000E+02*GeV],[6.000000E+02*GeV,5.328000E+02*GeV]],1.505400E-01*pb],
[[[6.000000E+02*GeV,5.278670E+02*GeV],[6.000000E+02*GeV,5.278670E+02*GeV]],1.569700E-01*pb],
[[[6.000000E+02*GeV,5.229330E+02*GeV],[6.000000E+02*GeV,5.229330E+02*GeV]],1.753600E-01*pb],
[[[6.125000E+02*GeV,6.125000E+02*GeV],[6.125000E+02*GeV,6.125000E+02*GeV]],1.419500E-01*pb],
[[[6.125000E+02*GeV,5.995670E+02*GeV],[6.125000E+02*GeV,5.995670E+02*GeV]],1.419500E-01*pb],
[[[6.125000E+02*GeV,5.946330E+02*GeV],[6.125000E+02*GeV,5.946330E+02*GeV]],1.346100E-01*pb],
[[[6.125000E+02*GeV,5.897000E+02*GeV],[6.125000E+02*GeV,5.897000E+02*GeV]],1.275400E-01*pb],
[[[6.125000E+02*GeV,5.847670E+02*GeV],[6.125000E+02*GeV,5.847670E+02*GeV]],1.254000E-01*pb],
[[[6.125000E+02*GeV,5.798330E+02*GeV],[6.125000E+02*GeV,5.798330E+02*GeV]],1.264100E-01*pb],
[[[6.125000E+02*GeV,5.749000E+02*GeV],[6.125000E+02*GeV,5.749000E+02*GeV]],1.245800E-01*pb],
[[[6.125000E+02*GeV,5.699670E+02*GeV],[6.125000E+02*GeV,5.699670E+02*GeV]],1.200900E-01*pb],
[[[6.125000E+02*GeV,5.650330E+02*GeV],[6.125000E+02*GeV,5.650330E+02*GeV]],1.217500E-01*pb],
[[[6.125000E+02*GeV,5.601000E+02*GeV],[6.125000E+02*GeV,5.601000E+02*GeV]],1.253000E-01*pb],
[[[6.125000E+02*GeV,5.551670E+02*GeV],[6.125000E+02*GeV,5.551670E+02*GeV]],1.347000E-01*pb],
[[[6.125000E+02*GeV,5.502330E+02*GeV],[6.125000E+02*GeV,5.502330E+02*GeV]],1.436000E-01*pb],
[[[6.125000E+02*GeV,5.453000E+02*GeV],[6.125000E+02*GeV,5.453000E+02*GeV]],1.489300E-01*pb],
[[[6.125000E+02*GeV,5.403670E+02*GeV],[6.125000E+02*GeV,5.403670E+02*GeV]],1.519000E-01*pb],
[[[6.125000E+02*GeV,5.354330E+02*GeV],[6.125000E+02*GeV,5.354330E+02*GeV]],1.664000E-01*pb],
[[[6.250000E+02*GeV,6.250000E+02*GeV],[6.250000E+02*GeV,6.250000E+02*GeV]],1.414400E-01*pb],
[[[6.250000E+02*GeV,6.120670E+02*GeV],[6.250000E+02*GeV,6.120670E+02*GeV]],1.414400E-01*pb],
[[[6.250000E+02*GeV,6.071330E+02*GeV],[6.250000E+02*GeV,6.071330E+02*GeV]],1.337300E-01*pb],
[[[6.250000E+02*GeV,6.022000E+02*GeV],[6.250000E+02*GeV,6.022000E+02*GeV]],1.264500E-01*pb],
[[[6.250000E+02*GeV,5.972670E+02*GeV],[6.250000E+02*GeV,5.972670E+02*GeV]],1.199700E-01*pb],
[[[6.250000E+02*GeV,5.923330E+02*GeV],[6.250000E+02*GeV,5.923330E+02*GeV]],1.180400E-01*pb],
[[[6.250000E+02*GeV,5.874000E+02*GeV],[6.250000E+02*GeV,5.874000E+02*GeV]],1.195800E-01*pb],
[[[6.250000E+02*GeV,5.824670E+02*GeV],[6.250000E+02*GeV,5.824670E+02*GeV]],1.176600E-01*pb],
[[[6.250000E+02*GeV,5.775330E+02*GeV],[6.250000E+02*GeV,5.775330E+02*GeV]],1.171900E-01*pb],
[[[6.250000E+02*GeV,5.726000E+02*GeV],[6.250000E+02*GeV,5.726000E+02*GeV]],1.189500E-01*pb],
[[[6.250000E+02*GeV,5.676670E+02*GeV],[6.250000E+02*GeV,5.676670E+02*GeV]],1.278000E-01*pb],
[[[6.250000E+02*GeV,5.627330E+02*GeV],[6.250000E+02*GeV,5.627330E+02*GeV]],1.359700E-01*pb],
[[[6.250000E+02*GeV,5.578000E+02*GeV],[6.250000E+02*GeV,5.578000E+02*GeV]],1.434000E-01*pb],
[[[6.250000E+02*GeV,5.528670E+02*GeV],[6.250000E+02*GeV,5.528670E+02*GeV]],1.485900E-01*pb],
[[[6.250000E+02*GeV,5.479330E+02*GeV],[6.250000E+02*GeV,5.479330E+02*GeV]],1.600000E-01*pb],
[[[6.375000E+02*GeV,6.375000E+02*GeV],[6.375000E+02*GeV,6.375000E+02*GeV]],1.418100E-01*pb],
[[[6.375000E+02*GeV,6.245670E+02*GeV],[6.375000E+02*GeV,6.245670E+02*GeV]],1.418100E-01*pb],
[[[6.375000E+02*GeV,6.196330E+02*GeV],[6.375000E+02*GeV,6.196330E+02*GeV]],1.340200E-01*pb],
[[[6.375000E+02*GeV,6.147000E+02*GeV],[6.375000E+02*GeV,6.147000E+02*GeV]],1.262000E-01*pb],
[[[6.375000E+02*GeV,6.097670E+02*GeV],[6.375000E+02*GeV,6.097670E+02*GeV]],1.186200E-01*pb],
[[[6.375000E+02*GeV,6.048330E+02*GeV],[6.375000E+02*GeV,6.048330E+02*GeV]],1.124700E-01*pb],
[[[6.375000E+02*GeV,5.999000E+02*GeV],[6.375000E+02*GeV,5.999000E+02*GeV]],1.140200E-01*pb],
[[[6.375000E+02*GeV,5.949670E+02*GeV],[6.375000E+02*GeV,5.949670E+02*GeV]],1.139900E-01*pb],
[[[6.375000E+02*GeV,5.900330E+02*GeV],[6.375000E+02*GeV,5.900330E+02*GeV]],1.135300E-01*pb],
[[[6.375000E+02*GeV,5.851000E+02*GeV],[6.375000E+02*GeV,5.851000E+02*GeV]],1.152300E-01*pb],
[[[6.375000E+02*GeV,5.801670E+02*GeV],[6.375000E+02*GeV,5.801670E+02*GeV]],1.233600E-01*pb],
[[[6.375000E+02*GeV,5.752330E+02*GeV],[6.375000E+02*GeV,5.752330E+02*GeV]],1.287200E-01*pb],
[[[6.375000E+02*GeV,5.703000E+02*GeV],[6.375000E+02*GeV,5.703000E+02*GeV]],1.358700E-01*pb],
[[[6.375000E+02*GeV,5.653670E+02*GeV],[6.375000E+02*GeV,5.653670E+02*GeV]],1.436600E-01*pb],
[[[6.375000E+02*GeV,5.604330E+02*GeV],[6.375000E+02*GeV,5.604330E+02*GeV]],1.554400E-01*pb],
[[[6.500000E+02*GeV,6.500000E+02*GeV],[6.500000E+02*GeV,6.500000E+02*GeV]],1.434500E-01*pb],
[[[6.500000E+02*GeV,6.370670E+02*GeV],[6.500000E+02*GeV,6.370670E+02*GeV]],1.434500E-01*pb],
[[[6.500000E+02*GeV,6.321330E+02*GeV],[6.500000E+02*GeV,6.321330E+02*GeV]],1.355000E-01*pb],
[[[6.500000E+02*GeV,6.272000E+02*GeV],[6.500000E+02*GeV,6.272000E+02*GeV]],1.275800E-01*pb],
[[[6.500000E+02*GeV,6.222670E+02*GeV],[6.500000E+02*GeV,6.222670E+02*GeV]],1.181900E-01*pb],
[[[6.500000E+02*GeV,6.173330E+02*GeV],[6.500000E+02*GeV,6.173330E+02*GeV]],1.107800E-01*pb],
[[[6.500000E+02*GeV,6.124000E+02*GeV],[6.500000E+02*GeV,6.124000E+02*GeV]],1.105400E-01*pb],
[[[6.500000E+02*GeV,6.074670E+02*GeV],[6.500000E+02*GeV,6.074670E+02*GeV]],1.086300E-01*pb],
[[[6.500000E+02*GeV,6.025330E+02*GeV],[6.500000E+02*GeV,6.025330E+02*GeV]],1.106200E-01*pb],
[[[6.500000E+02*GeV,5.976000E+02*GeV],[6.500000E+02*GeV,5.976000E+02*GeV]],1.151900E-01*pb],
[[[6.500000E+02*GeV,5.926670E+02*GeV],[6.500000E+02*GeV,5.926670E+02*GeV]],1.201200E-01*pb],
[[[6.500000E+02*GeV,5.877330E+02*GeV],[6.500000E+02*GeV,5.877330E+02*GeV]],1.213200E-01*pb],
[[[6.500000E+02*GeV,5.828000E+02*GeV],[6.500000E+02*GeV,5.828000E+02*GeV]],1.289200E-01*pb],
[[[6.500000E+02*GeV,5.778670E+02*GeV],[6.500000E+02*GeV,5.778670E+02*GeV]],1.373500E-01*pb],
[[[6.500000E+02*GeV,5.729330E+02*GeV],[6.500000E+02*GeV,5.729330E+02*GeV]],1.510900E-01*pb],
[[[6.625000E+02*GeV,6.625000E+02*GeV],[6.625000E+02*GeV,6.625000E+02*GeV]],1.446300E-01*pb],
[[[6.625000E+02*GeV,6.495670E+02*GeV],[6.625000E+02*GeV,6.495670E+02*GeV]],1.446300E-01*pb],
